,nama,link,harga,img,kota,terjual
0,100 pcs Kunciran Rambut Pouch Korea,https://shopee.co.id/100-pcs-Kunciran-Rambut-Pouch-Korea-i.278590404.5945571376?sp_atk=09429806-e120-4920-a988-6c87a1c9ad04&xptdk=09429806-e120-4920-a988-6c87a1c9ad04,Rp3.695 - Rp4.690,https://down-id.img.susercontent.com/file/0c10697cf5ce14bbcd9b32d683421855_tn,KOTA JAKARTA BARAT,10RB+ Terjual
1,KARET JEPANG KILOAN ANEKA WARNA 1 KG / CIEL BLEU SHOP,https://shopee.co.id/KARET-JEPANG-KILOAN-ANEKA-WARNA-1-KG-CIEL-BLEU-SHOP-i.346258963.8902360163?sp_atk=508a551c-ae72-42c9-a893-acbe62bf1cf1&xptdk=508a551c-ae72-42c9-a893-acbe62bf1cf1,Rp1.399 - Rp2.895,https://down-id.img.susercontent.com/file/0558e533f6ff75ac7530fb8eadd725c0_tn,KOTA JAKARTA UTARA,"7,3RB Terjual"
2,JEDAI JEPITAN RAMBUT 5CM / Jepitan Rambut TEBAL / JEDAI KOREA HAIRCLIPS / JEPITAN BADAI 3 CAKAR JEPIT BADAI,https://shopee.co.id/JEDAI-JEPITAN-RAMBUT-5CM-Jepitan-Rambut-TEBAL-JEDAI-KOREA-HAIRCLIPS-JEPITAN-BADAI-3-CAKAR-JEPIT-BADAI-i.24064811.1531680999?sp_atk=0e706126-2161-4e37-9b61-590d4a01594c&xptdk=0e706126-2161-4e37-9b61-590d4a01594c,Rp988 - Rp1.590,https://down-id.img.susercontent.com/file/f9c467adb01dd86603a8d2c720b5f0f3_tn,KOTA JAKARTA UTARA,10RB+ Terjual
3,Ikat Rambut polos/ Ikat Rambut Korea 100pcs/ Ikat Rambut hitam/ I can Swim Free pouch,https://shopee.co.id/Ikat-Rambut-polos-Ikat-Rambut-Korea-100pcs-Ikat-Rambut-hitam-I-can-Swim-Free-pouch-i.181110250.3344008031?sp_atk=c230f742-0b57-438d-b61e-4d3bdbfaf44e&xptdk=c230f742-0b57-438d-b61e-4d3bdbfaf44e,Rp650 - Rp2.899,https://down-id.img.susercontent.com/file/a73545cc3bba91bc0ca649f17bb24e1b_tn,KOTA JAKARTA UTARA,10RB+ Terjual
4,OSM JKT F5140 Bando Mahkota Wanita Korea Fashion / Bando Anak / Bando Princess / Bandana Mahkota,https://shopee.co.id/OSM-JKT-F5140-Bando-Mahkota-Wanita-Korea-Fashion-Bando-Anak-Bando-Princess-Bandana-Mahkota-i.231799972.4586107656?sp_atk=002b7cba-2dc3-4c37-a710-64ae0172b912&xptdk=002b7cba-2dc3-4c37-a710-64ae0172b912,Rp8.990 - Rp9.450,https://down-id.img.susercontent.com/file/8fbceb415eb52edfcc2715934a11834e_tn,KAB. TANGERANG,10RB+ Terjual
5,BANDO PREMIUM MATTE DOFF KOREA / BANDO KOREA WARNA DOFF,https://shopee.co.id/BANDO-PREMIUM-MATTE-DOFF-KOREA-BANDO-KOREA-WARNA-DOFF-i.327282260.14316605594?sp_atk=e2d941ed-905c-40d4-91c1-7056b8e9a61f&xptdk=e2d941ed-905c-40d4-91c1-7056b8e9a61f,Rp1.442 - Rp2.699,https://down-id.img.susercontent.com/file/a62243b51ee70f2eeef4ebb0bb8a8b74_tn,KOTA JAKARTA BARAT,10RB+ Terjual
6,Bando Korea Mutiara Pearl Headband Korea HairBand / Bando Mutiara Gaya Korea Fashion Wanita Import,https://shopee.co.id/Bando-Korea-Mutiara-Pearl-Headband-Korea-HairBand-Bando-Mutiara-Gaya-Korea-Fashion-Wanita-Import-i.28824240.9807846316?sp_atk=0ea736c0-3c61-4d63-bf78-7bcf9c3330f7&xptdk=0ea736c0-3c61-4d63-bf78-7bcf9c3330f7,Rp4.800,https://down-id.img.susercontent.com/file/3befd16715fb07b240fc619658be460d_tn,KOTA TANGERANG,10RB+ Terjual
7,ED - IKAT RAMBUT SCRUNCHIE KOREA STYLE / KUNCIRAN RAMBUT SCRUNCHIE MODEL KOREAN / IKAT CEPOL RAMBUT,https://shopee.co.id/ED-IKAT-RAMBUT-SCRUNCHIE-KOREA-STYLE-KUNCIRAN-RAMBUT-SCRUNCHIE-MODEL-KOREAN-IKAT-CEPOL-RAMBUT-i.363102513.12316476085?sp_atk=bc4fa40f-e6e7-426c-8db1-c5e11063081d&xptdk=bc4fa40f-e6e7-426c-8db1-c5e11063081d,Rp1.830 - Rp3.230,https://down-id.img.susercontent.com/file/a7a4b34726f842a2aa04b141c646f1fa_tn,KOTA JAKARTA UTARA,10RB+ Terjual
8,Bando Mutiara Korea Pearl Headband Korean Hairband,https://shopee.co.id/Bando-Mutiara-Korea-Pearl-Headband-Korean-Hairband-i.327282260.13314304141?sp_atk=718ef555-39f4-4d30-9d6b-6f48bf609bb1&xptdk=718ef555-39f4-4d30-9d6b-6f48bf609bb1,Rp2.299 - Rp5.149,https://down-id.img.susercontent.com/file/id-11134201-23030-fvr40qyvlmova2_tn,KOTA JAKARTA BARAT,10RB+ Terjual
9,Reseller Welcome - F5165 Ikat Rambut Korea Polos Warna Warni / Kuncir Rambut / Karet Ikat Rambut Cepol / Karet Ikat Rambut Import,https://shopee.co.id/Reseller-Welcome-F5165-Ikat-Rambut-Korea-Polos-Warna-Warni-Kuncir-Rambut-Karet-Ikat-Rambut-Cepol-Karet-Ikat-Rambut-Import-i.265629595.12001090192?sp_atk=aab072e9-92d0-4f90-8dec-7742cb40053d&xptdk=aab072e9-92d0-4f90-8dec-7742cb40053d,Rp1.488,https://down-id.img.susercontent.com/file/b92e5bf26ba3616c3fcc84ee3086a188_tn,KAB. TANGERANG,10RB+ Terjual
