,nama,link,harga,img,kota,terjual
10,"MIYAKO RICE COOKER / MAGIC COM MCM606 / MCM 606 / MCM-606 (0,6 LITER) GARANSI RESMI",https://shopee.co.id/MIYAKO-RICE-COOKER-MAGIC-COM-MCM606-MCM-606-MCM-606-(0-6-LITER)-GARANSI-RESMI-i.266909031.6061052678?sp_atk=607badaf-7f43-41ad-9a54-13735a3a88e4&xptdk=607badaf-7f43-41ad-9a54-13735a3a88e4,Rp187.805 - Rp209.900,https://down-id.img.susercontent.com/file/sg-11134201-22090-vhljb8s16yhv14_tn,KOTA BEKASI,10RB+ Terjual
11,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),https://shopee.co.id/BARDI-Smart-LIGHT-BULB-RGBWW-12W-Wifi-Wireless-IoT-Home-Automation-(Lampu-Tidur-Kekinian)-i.140593831.7212482258?sp_atk=b5ec9ec5-e9ff-49b6-a570-c9e88d2a2f66&xptdk=b5ec9ec5-e9ff-49b6-a570-c9e88d2a2f66,Rp125.000,https://down-id.img.susercontent.com/file/sg-11134201-23010-hkz9ov44dxmvbe_tn,KOTA JAKARTA BARAT,10RB+ Terjual
12,Lampu Led Strip -garansi 15 tahun- HP Fungsi sinkronisasi musik RGB 5050 2835 5M10M15M20M APP tahan air Sensor Music REMOTE LAMPU HIAS WARNA WARNI LAMPU KAMAR AESTHETIC  TUMBLR PLAFON,https://shopee.co.id/Lampu-Led-Strip-garansi-15-tahun-HP-Fungsi-sinkronisasi-musik-RGB-5050-2835-5M10M15M20M-APP-tahan-air-Sensor-Music-REMOTE-LAMPU-HIAS-WARNA-WARNI-LAMPU-KAMAR-AESTHETIC-TUMBLR-PLAFON-i.919176822.20574006274?sp_atk=9f034bfb-8425-4a22-9582-1cf9d12183ad&xptdk=9f034bfb-8425-4a22-9582-1cf9d12183ad,Rp100.000 - Rp695.000,https://down-id.img.susercontent.com/file/id-11134201-23020-mig980uj7snv41_tn,KAB. TANGERANG,10RB+ Terjual
13,HAN RIVER Blender Portable angkasawan blender mini pengolah makanan bayi 300ML,https://shopee.co.id/HAN-RIVER-Blender-Portable-angkasawan-blender-mini-pengolah-makanan-bayi-300ML-i.177266177.15684504300?sp_atk=c39e9d86-49bf-4c9b-9b18-57017170fc30&xptdk=c39e9d86-49bf-4c9b-9b18-57017170fc30,Rp95.000,https://down-id.img.susercontent.com/file/id-11134207-7qukw-ljpaozxqbp8f9f_tn,KOTA TANGERANG,10RB+ Terjual
14,HAN RIVER Rice Cooker HRRC03 magic com mini /Portable/Travel version/ student version/0.8L green/whtie,https://shopee.co.id/HAN-RIVER-Rice-Cooker-HRRC03-magic-com-mini-Portable-Travel-version-student-version-0.8L-green-whtie-i.177266177.10041707864?sp_atk=f256dfda-fe7f-4f79-abf3-d08ccce9c26f&xptdk=f256dfda-fe7f-4f79-abf3-d08ccce9c26f,Rp189.000,https://down-id.img.susercontent.com/file/sg-11134201-22110-vtuy75h0pyjv37_tn,KOTA TANGERANG,10RB+ Terjual
15,Cartridge - Ursa Nano Pods 0.8ohm 1.0ohm hby Lost Vape Catridge Ori,https://shopee.co.id/Cartridge-Ursa-Nano-Pods-0.8ohm-1.0ohm-hby-Lost-Vape-Catridge-Ori-i.44667647.14421139489?sp_atk=3a53bb10-d731-40ca-a1ef-bf44465e91af&xptdk=3a53bb10-d731-40ca-a1ef-bf44465e91af,Rp27.500,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/categorypage/f897d97e691bc43c7b917018f97ad5bc.png,KOTA JAKARTA UTARA,10RB+ Terjual
16,[CARTRIDGE X] FOOM X CARTRIDGE POD REPLACEMENT BY FOOM LAB,https://shopee.co.id/-CARTRIDGE-X-FOOM-X-CARTRIDGE-POD-REPLACEMENT-BY-FOOM-LAB-i.21982766.16473258270?sp_atk=fd1dec81-2f1f-4df9-ae1d-ab39cc6904f6&xptdk=fd1dec81-2f1f-4df9-ae1d-ab39cc6904f6,Rp29.500,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/categorypage/f897d97e691bc43c7b917018f97ad5bc.png,KOTA JAKARTA UTARA,10RB+ Terjual
17,Cartridges Pods Applicable untuk RELX Generasi kelima Termurah 100% AUTHENTIC,https://shopee.co.id/Cartridges-Pods-Applicable-untuk-RELX-Generasi-kelima-Termurah-100-AUTHENTIC-i.767494205.23604619152?sp_atk=250e58d7-f5fe-4ee2-ad7e-ca1e27be030c&xptdk=250e58d7-f5fe-4ee2-ad7e-ca1e27be030c,Rp21.000,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/categorypage/f897d97e691bc43c7b917018f97ad5bc.png,KOTA JAKARTA UTARA,"4,6RB Terjual"
18,[SALT] FOOM ICED TEA SALTNIC 30ML 30MG BY FOOM,https://shopee.co.id/-SALT-FOOM-ICED-TEA-SALTNIC-30ML-30MG-BY-FOOM-i.21982766.18624349074?sp_atk=17b9824c-0472-42c8-a47f-8ea6ef25e791&xptdk=17b9824c-0472-42c8-a47f-8ea6ef25e791,Rp87.500,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/categorypage/f897d97e691bc43c7b917018f97ad5bc.png,KOTA JAKARTA UTARA,10RB+ Terjual
19,[SALT] FOOM CRIMSON SWEET WATERMELON 30ML 30MG SALTNIC BY FOOM LAB,https://shopee.co.id/-SALT-FOOM-CRIMSON-SWEET-WATERMELON-30ML-30MG-SALTNIC-BY-FOOM-LAB-i.21982766.13321038474?sp_atk=e913271b-e2dd-406b-a1e0-eb6c7990e89c&xptdk=e913271b-e2dd-406b-a1e0-eb6c7990e89c,Rp87.500,https://deo.shopeemobile.com/shopee/shopee-pcmall-live-sg/categorypage/f897d97e691bc43c7b917018f97ad5bc.png,KOTA JAKARTA UTARA,"9,2RB Terjual"
